name,score,subtitle,reviewUploadedAt,address,city,state,lat,lng,reviewUrl,directionsUrl,sourceType,confidence,notes,slug,thumbnailFilename,thumbnailPath,videoFilename,videoPath,status
Shawarma Inn,7.4,Sirloin Beef Shawarma,2024-06-12,715 E Devon Ave,Park Ridge,IL,41.9961441,-87.8369101,https://www.instagram.com/reel/C8HWi0iOpQw/,https://www.google.com/maps/dir/?api=1&destination=715%20E%20Devon%20Ave%2C%20Park%20Ridge%2C%20IL%2060068%2C%20USA,structured-data,high,,shawarma-inn,shawarma-inn.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/shawarma-inn.jpg,shawarma-inn.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/shawarma-inn.mp4,success
Noodle Deli,8.9,Spicy Fish Casserole,2024-06-14,2 Golf Center,Hoffman Estates,IL,42.0487581,-88.08311069999999,https://www.instagram.com/reel/C8Mf5v8O8cC/,https://www.google.com/maps/dir/?api=1&destination=2%20Golf%20Center%2C%20Hoffman%20Estates%2C%20IL%2060169%2C%20USA,structured-data,high,,noodle-deli,noodle-deli.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/noodle-deli.jpg,noodle-deli.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/noodle-deli.mp4,success
Coaches Corner,7.4,Italian Beef,2024-06-17,152 Biesterfield Rd,Elk Grove Village,IL,42.0044681,-88.00829159999999,https://www.instagram.com/reel/C8UObW8OdWg/,https://www.google.com/maps/dir/?api=1&destination=152%20Biesterfield%20Rd%2C%20Elk%20Grove%20Village%2C%20IL%2060007%2C%20USA,structured-data,high,,coaches-corner,coaches-corner.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/coaches-corner.jpg,coaches-corner.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/coaches-corner.mp4,success
Ella's Italian Pub,8.6,Nonna's Sunday Pie,2024-06-19,100 N York St,Elmhurst,IL,41.8999931,-87.940156,https://www.instagram.com/reel/C8ZYIxPudA4/,https://www.google.com/maps/dir/?api=1&destination=100%20N%20York%20St%2C%20Elmhurst%2C%20IL%2060126%2C%20USA,structured-data,high,,ellas-italian-pub,ellas-italian-pub.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/ellas-italian-pub.jpg,ellas-italian-pub.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/ellas-italian-pub.mp4,success
El Rincon De Fabio,9,The Queen Arepa,2024-06-21,1002 W Argyle St,Chicago,IL,41.9734132,-87.6552112,https://www.instagram.com/reel/C8ehiQ8ufSZ/,https://www.google.com/maps/dir/?api=1&destination=1002%20W%20Argyle%20St%2C%20Chicago%2C%20IL%2060640%2C%20USA,structured-data,high,,el-rincon-de-fabio,el-rincon-de-fabio.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/el-rincon-de-fabio.jpg,el-rincon-de-fabio.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/el-rincon-de-fabio.mp4,success
Charcoal Flame,8.2,Greek Style Gyro,2024-06-24,6800 Dempster St,Morton Grove,IL,42.041107,-87.7960238,https://www.instagram.com/reel/C8mP2oFObFz/,https://www.google.com/maps/dir/?api=1&destination=6800%20Dempster%20St%2C%20Morton%20Grove%2C%20IL%2060053%2C%20USA,structured-data,high,,charcoal-flame,charcoal-flame.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/charcoal-flame.jpg,charcoal-flame.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/charcoal-flame.mp4,success
Hot Chi,7.4,Hot Honey Butter Chicken Sandwich,2024-06-26,100 W 87th St STE B4,Chicago,IL,41.7365184,-87.6270117,https://www.instagram.com/reel/C8rZkNWO95Q/,https://www.google.com/maps/dir/?api=1&destination=100%20W%2087th%20St%20STE%20B4%2C%20Chicago%2C%20IL%2060620%2C%20USA,structured-data,high,,hot-chi,hot-chi.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/hot-chi.jpg,hot-chi.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/hot-chi.mp4,success
Top Arepa,8.3,Picosa Burger,2024-06-28,951 W Wise Rd,Schaumburg,IL,42.0036394,-88.10323129999999,https://www.instagram.com/reel/C8wjNXSuWlr/,https://www.google.com/maps/dir/?api=1&destination=951%20W%20Wise%20Rd%2C%20Schaumburg%2C%20IL%2060193%2C%20USA,structured-data,high,,top-arepa,top-arepa.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/top-arepa.jpg,top-arepa.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/top-arepa.mp4,success
Monkey King Jian Bing,7.7,Fried Shrimp Jian Bing,2024-07-01,3411 Dempster St,Skokie,IL,42.0405913,-87.71397119999999,https://www.instagram.com/reel/C84Rf8KOqjb/,https://www.google.com/maps/dir/?api=1&destination=3411%20Dempster%20St%2C%20Skokie%2C%20IL%2060076%2C%20USA,structured-data,high,,monkey-king-jian-bing,monkey-king-jian-bing.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/monkey-king-jian-bing.jpg,monkey-king-jian-bing.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/monkey-king-jian-bing.mp4,success
Tempesta Market,8.4,The Dante Italian Sub,2024-07-03,1372 W Grand Ave,Chicago,IL,41.8912472,-87.66180899999999,https://www.instagram.com/reel/C89axMGu3vj/,https://www.google.com/maps/dir/?api=1&destination=1372%20W%20Grand%20Ave%2C%20Chicago%2C%20IL%2060642%2C%20USA,structured-data,high,,tempesta-market,tempesta-market.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/tempesta-market.jpg,tempesta-market.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/tempesta-market.mp4,success
Balkan Taste,8.4,Serbian Stuffed Burger,2024-07-05,2354 Elmhurst Rd,Mt Prospect,IL,42.0231979,-87.9417332,https://www.instagram.com/reel/C9CkwirOI5Z/,https://www.google.com/maps/dir/?api=1&destination=2354%20Elmhurst%20Rd%2C%20Mt%20Prospect%2C%20IL%2060056%2C%20USA,structured-data,high,Present on the current site map but not in the provided known list.,balkan-taste,balkan-taste.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/balkan-taste.jpg,balkan-taste.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/balkan-taste.mp4,success
Fry N' Wings,8.6,Salted Egg Wings,2024-07-08,369 Army Trail Rd Unit 19,Bloomingdale,IL,41.94007240000001,-88.11273969999999,https://www.instagram.com/reel/C9KTK6Cukcq/,https://www.google.com/maps/dir/?api=1&destination=369%20Army%20Trail%20Rd%20Unit%2019%2C%20Bloomingdale%2C%20IL%2060108%2C%20USA,structured-data,high,,fry-n-wings,fry-n-wings.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/fry-n-wings.jpg,fry-n-wings.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/fry-n-wings.mp4,success
Delishka Sandwiches,8.3,Duck Duck Goose Sandwich,2024-07-10,1819 Waukegan Rd,Glenview,IL,42.0876565,-87.7974089,https://www.instagram.com/reel/C9Pc5MSOlyU/,https://www.google.com/maps/dir/?api=1&destination=1819%20Waukegan%20Rd%2C%20Glenview%2C%20IL%2060025%2C%20USA,structured-data,high,,delishka-sandwiches,delishka-sandwiches.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/delishka-sandwiches.jpg,delishka-sandwiches.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/delishka-sandwiches.mp4,success
Taqueria Sebastian,7.6,Quesabirria Tacos,2024-07-12,1550 Mannheim Rd Unit # C,Stone Park,IL,41.8999879,-87.8840475,https://www.instagram.com/reel/C9UmMNKuDt1/,https://www.google.com/maps/dir/?api=1&destination=1550%20Mannheim%20Rd%20Unit%20%23%20C%2C%20Stone%20Park%2C%20IL%2060165%2C%20USA,structured-data,high,,taqueria-sebastian,taqueria-sebastian.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/taqueria-sebastian.jpg,taqueria-sebastian.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/taqueria-sebastian.mp4,success
Armo Grill,8,Combo Plate,2024-07-15,516 N Milwaukee Ave,Wheeling,IL,42.1478362,-87.91346469999999,https://www.instagram.com/reel/C9cUmRSOdvP/,https://www.google.com/maps/dir/?api=1&destination=516%20N%20Milwaukee%20Ave%2C%20Wheeling%2C%20IL%2060090%2C%20USA,structured-data,high,,armo-grill,armo-grill.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/armo-grill.jpg,armo-grill.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/armo-grill.mp4,success
Five Square Pizza,8.6,Spacca Pizza,2024-07-17,1332 N Halsted St,Chicago,IL,41.906152,-87.64844140000001,https://www.instagram.com/reel/C9heQ2dOlZA/,https://www.google.com/maps/dir/?api=1&destination=1332%20N%20Halsted%20St%2C%20Chicago%2C%20IL%2060642%2C%20USA,structured-data,high,,five-square-pizza,five-square-pizza.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/five-square-pizza.jpg,five-square-pizza.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/five-square-pizza.mp4,success
Italia Imports,7.9,Breaded Steak Sandwich,2024-07-19,11351 W 143rd St,Orland Park,IL,41.6289129,-87.8968226,https://www.instagram.com/reel/C9mtIcOOHFg/,https://www.google.com/maps/dir/?api=1&destination=11351%20W%20143rd%20St%2C%20Orland%20Park%2C%20IL%2060467%2C%20USA,structured-data,high,,italia-imports,italia-imports.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/italia-imports.jpg,italia-imports.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/italia-imports.mp4,success
Phat Phat,8,Pork Soup Dumplings,2024-07-22,17 S Roselle Rd,Schaumburg,IL,42.0264332,-88.0796507,https://www.instagram.com/reel/C9uWe51udXw/,https://www.google.com/maps/dir/?api=1&destination=17%20S%20Roselle%20Rd%2C%20Schaumburg%2C%20IL%2060193%2C%20USA,structured-data,high,,phat-phat,phat-phat.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/phat-phat.jpg,phat-phat.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/phat-phat.mp4,success
Mel's California Hoagies,7.9,The Maargaret Hoagie,2024-07-24,3950 Vollmer Rd,Flossmoor,IL,41.5284231,-87.71218119999999,https://www.instagram.com/reel/C9zf5MMOjMb/,https://www.google.com/maps/dir/?api=1&destination=3950%20Vollmer%20Rd%2C%20Flossmoor%2C%20IL%2060422%2C%20USA,structured-data,high,Present on the current site map but not in the provided known list.,mels-california-hoagies,mels-california-hoagies.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/mels-california-hoagies.jpg,mels-california-hoagies.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/mels-california-hoagies.mp4,success
Southern Belle's,8.3,Porky Smith Breakfast Sandwich,2024-07-26,152 S Western Ave,Carpentersville,IL,42.1055483,-88.290171,https://www.instagram.com/reel/C94pc_1uVAr/,https://www.google.com/maps/dir/?api=1&destination=152%20S%20Western%20Ave%2C%20Carpentersville%2C%20IL%2060110%2C%20USA,structured-data,high,,southern-belles,southern-belles.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/southern-belles.jpg,southern-belles.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/southern-belles.mp4,success
Tiger Chicken,7.6,Korean Fried Chicken Sandwich,2024-07-29,7452 Barrington Rd,Hanover Park,IL,42.0068136,-88.1452839,https://www.instagram.com/reel/C-AX55LuMOB/,https://www.google.com/maps/dir/?api=1&destination=7452%20Barrington%20Rd%2C%20Hanover%20Park%2C%20IL%2060133%2C%20USA,structured-data,high,,tiger-chicken,tiger-chicken.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/tiger-chicken.jpg,tiger-chicken.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/tiger-chicken.mp4,success
Mother Cluckers Chicken,7.9,Fried Chicken,2024-07-31,36725 US-41 Ste B,Gurnee,IL,42.3958682,-87.9277759,https://www.instagram.com/reel/C-FhbYlOPjp/,https://www.google.com/maps/dir/?api=1&destination=36725%20US-41%20Ste%20B%2C%20Gurnee%2C%20IL%2060031%2C%20USA,structured-data,high,,mother-cluckers-chicken,mother-cluckers-chicken.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/mother-cluckers-chicken.jpg,mother-cluckers-chicken.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/mother-cluckers-chicken.mp4,success
Forza Meats,8.4,The Spacone Italian Sub,2024-08-02,1811 Glenview Rd,Glenview,IL,42.0726265,-87.8029775,https://www.instagram.com/reel/C-Kq-jQOmSv/,https://www.google.com/maps/dir/?api=1&destination=1811%20Glenview%20Rd%2C%20Glenview%2C%20IL%2060025%2C%20USA,structured-data,high,,forza-meats,forza-meats.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/forza-meats.jpg,forza-meats.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/forza-meats.mp4,success
The Burger Local,8.1,Short Rib Burger,2024-08-05,577 S 3rd St #102,Geneva,IL,41.882003,-88.3090158,https://www.instagram.com/reel/C-SZffAO5dH/,https://www.google.com/maps/dir/?api=1&destination=577%20S%203rd%20St%20%23102%2C%20Geneva%2C%20IL%2060134%2C%20USA,structured-data,high,,the-burger-local,the-burger-local.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/the-burger-local.jpg,the-burger-local.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/the-burger-local.mp4,success
Tasty Polish Food,7.8,Zapiekanka,2024-08-07,3104 N Central Ave,Chicago,IL,41.9369757,-87.76686819999999,https://www.instagram.com/reel/C-XjFF6Oc9j/,https://www.google.com/maps/dir/?api=1&destination=3104%20N%20Central%20Ave%2C%20Chicago%2C%20IL%2060634%2C%20USA,structured-data,high,,tasty-polish-food,tasty-polish-food.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/tasty-polish-food.jpg,tasty-polish-food.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/tasty-polish-food.mp4,success
Barnaby's of Northbrook,8.1,Sausage & Bacon Pizza,2024-08-09,960 Skokie Blvd,Northbrook,IL,42.1348569,-87.7902567,https://www.instagram.com/reel/C-csnVuu6CW/,https://www.google.com/maps/dir/?api=1&destination=960%20Skokie%20Blvd%2C%20Northbrook%2C%20IL%2060062%2C%20USA,structured-data,high,,barnabys-of-northbrook,barnabys-of-northbrook.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/barnabys-of-northbrook.jpg,barnabys-of-northbrook.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/barnabys-of-northbrook.mp4,success
Miskatonic Brewery,8,Tocino Pork Belly Sandwich,2024-08-12,47 E Chicago Ave #120,Naperville,IL,41.7717596,-88.1473171,https://www.instagram.com/reel/C-ka8zIullb/,https://www.google.com/maps/dir/?api=1&destination=47%20E%20Chicago%20Ave%20%23120%2C%20Naperville%2C%20IL%2060540%2C%20USA,structured-data,high,,miskatonic-brewery,miskatonic-brewery.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/miskatonic-brewery.jpg,miskatonic-brewery.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/miskatonic-brewery.mp4,success
Asti Deli,8.2,Italian on Focassia Bread w/ Prosciutto,2024-08-14,1410 Irving Park Rd,Bensenville,IL,41.9607248,-87.9638623,https://www.instagram.com/reel/C-pkaZVukXe/,https://www.google.com/maps/dir/?api=1&destination=1410%20Irving%20Park%20Rd%2C%20Bensenville%2C%20IL%2060106%2C%20USA,structured-data,high,,asti-deli,asti-deli.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/asti-deli.jpg,asti-deli.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/asti-deli.mp4,success
Flippin Flavors,9,Philly Cheesesteak Sandwich,2024-08-16,1848 W 95th St,Chicago,IL,41.7213351,-87.6693732,https://www.instagram.com/reel/C-uuinTuDwm/,https://www.google.com/maps/dir/?api=1&destination=1848%20W%2095th%20St%2C%20Chicago%2C%20IL%2060643%2C%20USA,structured-data,high,,flippin-flavors,flippin-flavors.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/flippin-flavors.jpg,flippin-flavors.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/flippin-flavors.mp4,success
Crazy Tortas,8.2,Birria Torta,2024-08-19,1712 Ogden Ave,Lisle,IL,41.8007465,-88.08583980000002,https://www.instagram.com/reel/C-2cdvwult_/,https://www.google.com/maps/dir/?api=1&destination=1712%20Ogden%20Ave%2C%20Lisle%2C%20IL%2060532%2C%20USA,structured-data,high,,crazy-tortas,crazy-tortas.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/crazy-tortas.jpg,crazy-tortas.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/crazy-tortas.mp4,success
Ukranian Dishes,7.7,Cherburek,2024-08-21,2314 Hassell Rd,Hoffman Estates,IL,42.0622984,-88.13516969999999,https://www.instagram.com/reel/C-7mFr6Ov1-/,https://www.google.com/maps/dir/?api=1&destination=2314%20Hassell%20Rd%2C%20Hoffman%20Estates%2C%20IL%2060169%2C%20USA,structured-data,high,,ukranian-dishes,ukranian-dishes.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/ukranian-dishes.jpg,ukranian-dishes.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/ukranian-dishes.mp4,success
Sonny's Express,7.9,Italian Beef,2024-08-23,141 Vine Ave,Park Ridge,IL,42.0090158,-87.83024990000001,https://www.instagram.com/reel/C_AvvgLuQYV/,https://www.google.com/maps/dir/?api=1&destination=141%20Vine%20Ave%2C%20Park%20Ridge%2C%20IL%2060068%2C%20USA,structured-data,high,Present on the current site map but not in the provided known list.,sonnys-express,sonnys-express.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/sonnys-express.jpg,sonnys-express.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/sonnys-express.mp4,success
Sando Street,8.2,Pork Tonkatsu Sando,2024-08-26,1547 N Ashland Ave,Chicago,IL,41.9101924,-87.6674082,https://www.instagram.com/reel/C_IeGZUONj5/,https://www.google.com/maps/dir/?api=1&destination=1547%20N%20Ashland%20Ave%2C%20Chicago%2C%20IL%2060622%2C%20USA,structured-data,high,,sando-street,sando-street.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/sando-street.jpg,sando-street.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/sando-street.mp4,success
Wild Wings and Slots,8,Korean bbq Wings,2024-08-28,10446 W Cermak Rd,Westchester,IL,41.8489109,-87.8836257,https://www.instagram.com/reel/C_NnwuBOQrw/,https://www.google.com/maps/dir/?api=1&destination=10446%20W%20Cermak%20Rd%2C%20Westchester%2C%20IL%2060154%2C%20USA,structured-data,high,,wild-wings-and-slots,wild-wings-and-slots.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/wild-wings-and-slots.jpg,wild-wings-and-slots.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/wild-wings-and-slots.mp4,success
The Original Island Shrimp House,8.8,Lobster Roll & Shrimp,2024-08-30,12902 LaGrange Rd,Palos Park,IL,41.6554577,-87.85486039999999,https://www.instagram.com/reel/C_SxRm0OKRZ/,https://www.google.com/maps/dir/?api=1&destination=12902%20LaGrange%20Rd%2C%20Palos%20Park%2C%20IL%2060464%2C%20USA,structured-data,high,Present on the current site map but not in the provided known list.,the-original-island-shrimp-house,the-original-island-shrimp-house.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/the-original-island-shrimp-house.jpg,the-original-island-shrimp-house.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/the-original-island-shrimp-house.mp4,success
Al and Joe's,8.9,Hot Pastrami,2024-09-02,10348 Addison Ave,Franklin Park,IL,41.943897,-87.884776,https://www.instagram.com/reel/C_afnxnOqBm/,https://www.google.com/maps/dir/?api=1&destination=10348%20Addison%20Ave%2C%20Franklin%20Park%2C%20IL%2060131%2C%20USA,structured-data,high,,al-and-joes,al-and-joes.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/al-and-joes.jpg,al-and-joes.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/al-and-joes.mp4,success
The Southern Kitchen,7.7,The Dirty Bird,2024-09-04,818 E Kensington Rd,Arlington Heights,IL,42.0810554,-87.9724331,https://www.instagram.com/reel/C_fpcVDuxU3/,https://www.google.com/maps/dir/?api=1&destination=818%20E%20Kensington%20Rd%2C%20Arlington%20Heights%2C%20IL%2060004%2C%20USA,structured-data,high,Corrected from the live map screenshot and Google Maps listing.,the-southern-kitchen,the-southern-kitchen.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/the-southern-kitchen.jpg,the-southern-kitchen.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/the-southern-kitchen.mp4,success
Taqueria Invicto,8.2,Cali Burrito w/ Steak,2024-09-06,1715 W 22nd St,Oak Brook,IL,41.8460668,-87.960358,https://www.instagram.com/reel/C_k5NcnuplF/,https://www.google.com/maps/dir/?api=1&destination=1715%20W%2022nd%20St%2C%20Oak%20Brook%2C%20IL%2060523%2C%20USA,structured-data,high,,taqueria-invicto,taqueria-invicto.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/taqueria-invicto.jpg,taqueria-invicto.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/taqueria-invicto.mp4,success
Sfera Sicilian Street Food,7.9,Alla Norma Sicilian Style Pizza,2024-09-09,5759 N Broadway,Chicago,IL,41.9871073,-87.6598116,https://www.instagram.com/reel/C_shN-OOm53/,https://www.google.com/maps/dir/?api=1&destination=5759%20N%20Broadway%2C%20Chicago%2C%20IL%2060660%2C%20USA,structured-data,high,,sfera-sicilian-street-food,sfera-sicilian-street-food.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/sfera-sicilian-street-food.jpg,sfera-sicilian-street-food.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/sfera-sicilian-street-food.mp4,success
Atlas Chicken Shack,7.7,Chicken Tenders,2024-09-11,511 S 3rd St,Geneva,IL,41.8822682,-88.3089649,https://www.instagram.com/reel/C_xq3OsPAQZ/,https://www.google.com/maps/dir/?api=1&destination=511%20S%203rd%20St%2C%20Geneva%2C%20IL%2060134%2C%20USA,structured-data,high,Corrected from the live map screenshot and geocoded from the exact street address.,atlas-chicken-shack,atlas-chicken-shack.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/atlas-chicken-shack.jpg,atlas-chicken-shack.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/atlas-chicken-shack.mp4,success
Dorrie's Kitchen,8.7,Oxtail Philly Cheesesteak,2024-09-13,600 E Devon Ave,Elk Grove Village,IL,41.9933478,-87.97902479999999,https://www.instagram.com/reel/C_20lbyv0Je/,https://www.google.com/maps/dir/?api=1&destination=600%20E%20Devon%20Ave%2C%20Elk%20Grove%20Village%2C%20IL%2060007%2C%20USA,structured-data,high,,dorries-kitchen,dorries-kitchen.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/dorries-kitchen.jpg,dorries-kitchen.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/dorries-kitchen.mp4,success
Steingolds,8,Pastrami Spiced Lox Bagel,2024-09-16,3737 N Southport Ave,Chicago,IL,41.9500153,-87.6639128,https://www.instagram.com/reel/C_-iw6XvaW_/,https://www.google.com/maps/dir/?api=1&destination=3737%20N%20Southport%20Ave%2C%20Chicago%2C%20IL%2060613%2C%20USA,structured-data,high,,steingolds,steingolds.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/steingolds.jpg,steingolds.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/steingolds.mp4,success
Finuccio & Sons,8.4,Proscuitto Sandwich,2024-09-18,1612 E Algonquin Rd,Schaumburg,IL,42.067592,-88.0394541,https://www.instagram.com/reel/DADsjPaPXjp/,https://www.google.com/maps/dir/?api=1&destination=1612%20E%20Algonquin%20Rd%2C%20Schaumburg%2C%20IL%2060173%2C%20USA,structured-data,high,,finuccio-and-sons,finuccio-and-sons.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/finuccio-and-sons.jpg,finuccio-and-sons.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/finuccio-and-sons.mp4,success
Nemec Brothers,8.7,Grandma's Pie,2024-09-20,542 Crescent Blvd,Glen Ellyn,IL,41.8767275,-88.0655013,https://www.instagram.com/reel/DAI5eAAPUqz/,https://www.google.com/maps/dir/?api=1&destination=542%20Crescent%20Blvd%2C%20Glen%20Ellyn%2C%20IL%2060137%2C%20USA,structured-data,high,Present on the current site map but not in the provided known list.,nemec-brothers,nemec-brothers.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/nemec-brothers.jpg,nemec-brothers.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/nemec-brothers.mp4,success
SmashIT Burger,7.9,Smash Burger,2024-09-23,6037 Dempster St,Morton Grove,IL,42.0407805,-87.7776205,https://www.instagram.com/reel/DAQkZa-P8if/,https://www.google.com/maps/dir/?api=1&destination=6037%20Dempster%20St%2C%20Morton%20Grove%2C%20IL%2060053%2C%20USA,structured-data,high,,smashit-burger,smashit-burger.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/smashit-burger.jpg,smashit-burger.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/smashit-burger.mp4,success
