name,score,subtitle,reviewUploadedAt,address,city,state,lat,lng,reviewUrl,directionsUrl,sourceType,confidence,notes,slug,thumbnailFilename,thumbnailPath,videoFilename,videoPath,status
QP Greek Food with a kick,9.1,Phil ate the Half Broasted Chicken (Greek Style),2023-12-29,830 N Roselle Rd,Hoffman Estates,IL,42.0436745,-88.0801123,https://www.instagram.com/reel/C1cBCs9OBei/,https://www.google.com/maps/dir/?api=1&destination=830%20N%20Roselle%20Rd%2C%20Hoffman%20Estates%2C%20IL%2060169%2C%20USA,structured-data,high,,qp-greek-food-with-a-kick,qp-greek-food-with-a-kick.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/qp-greek-food-with-a-kick.jpg,qp-greek-food-with-a-kick.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/qp-greek-food-with-a-kick.mp4,success
Falafil Hut,8.9,Phil got the Double spicy gyro burger.,2023-08-30,1027 W Golf Rd,Hoffman Estates,IL,42.0473431,-88.105053,https://www.instagram.com/reel/CwkWhH2Iok8/,https://www.google.com/maps/dir/?api=1&destination=1027%20W%20Golf%20Rd%2C%20Hoffman%20Estates%2C%20IL%2060169%2C%20USA,structured-data,high,,falafil-hut,falafil-hut.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/falafil-hut.jpg,falafil-hut.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/falafil-hut.mp4,success
The Assembly Bar,7.8,Phil ate the Bionic Burger.,2023-09-18,2570 Hassell Rd,Hoffman Estates,IL,42.0632632,-88.1439688,https://www.instagram.com/reel/CxVRj97uhC3/,https://www.google.com/maps/dir/?api=1&destination=2570%20Hassell%20Rd%2C%20Hoffman%20Estates%2C%20IL%2060169%2C%20USA,structured-data,high,,the-assembly-bar,the-assembly-bar.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/the-assembly-bar.jpg,the-assembly-bar.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/the-assembly-bar.mp4,success
Pizza Pushers,8.1,Phil ate the Winston Wolf pizza.,2024-04-01,644 S Main St,Algonquin,IL,42.1631458,-88.2962489,https://www.instagram.com/super_goode/reel/C5N9PfTrtzV/,https://www.google.com/maps/dir/?api=1&destination=644%20S%20Main%20St%2C%20Algonquin%2C%20IL%2060102%2C%20USA,structured-data,high,,pizza-pushers,pizza-pushers.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/pizza-pushers.jpg,pizza-pushers.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/pizza-pushers.mp4,success
Nash Bros,8.5,Phil ate the Nashville Hot Chicken Sandy.,2023-09-22,9353 N Milwaukee Ave,Niles,IL,42.0506128,-87.83348699999999,https://www.instagram.com/reel/CxfjRGnOQIv/,https://www.google.com/maps/dir/?api=1&destination=9353%20N%20Milwaukee%20Ave%2C%20Niles%2C%20IL%2060714%2C%20USA,structured-data,high,Present on the current site map but not in the provided known list.,nash-bros,nash-bros.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/nash-bros.jpg,nash-bros.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/nash-bros.mp4,success
Franks for the Memories,8.6,Phil ate the suicide wings.,2023-12-01,645 E Hawley St,Mundelein,IL,42.27079519999999,-87.99414259999999,https://www.instagram.com/reel/C0T8A9cre0k/,https://www.google.com/maps/dir/?api=1&destination=645%20E%20Hawley%20St%2C%20Mundelein%2C%20IL%2060060%2C%20USA,structured-data,high,,franks-for-the-memories,franks-for-the-memories.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/franks-for-the-memories.jpg,franks-for-the-memories.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/franks-for-the-memories.mp4,success
JJ Fish & Chicken,8.9,Phil ate the 3Peat Philly Sandwich.,2023-11-20,917 Roosevelt Rd,Maywood,IL,41.8644883,-87.844059,https://www.instagram.com/reel/Cz3mdLcrthQ/,https://www.google.com/maps/dir/?api=1&destination=917%20Roosevelt%20Rd%2C%20Maywood%2C%20IL%2060153%2C%20USA,structured-data,high,,jj-fish-and-chicken,jj-fish-and-chicken.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/jj-fish-and-chicken.jpg,jj-fish-and-chicken.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/jj-fish-and-chicken.mp4,success
Big Boss Spicy Fried Chicken,8.2,Phil ate the Big Boss Sandwich,2024-01-29,2520 S Halsted St,Chicago,IL,41.8464821,-87.6467369,https://www.instagram.com/reel/C2r17meLYfW/,https://www.google.com/maps/dir/?api=1&destination=2520%20S%20Halsted%20St%2C%20Chicago%2C%20IL%2060608%2C%20USA,structured-data,high,,big-boss-spicy-fried-chicken,big-boss-spicy-fried-chicken.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/big-boss-spicy-fried-chicken.jpg,big-boss-spicy-fried-chicken.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/big-boss-spicy-fried-chicken.mp4,success
Cubano Bros,8.4,Phil ate the orignal Cubano sandwich,2023-09-04,571 Landmeier Rd,Elk Grove Village,IL,42.0150902,-87.98025419999999,https://www.instagram.com/reel/CwxOb6auXfN/,https://www.google.com/maps/dir/?api=1&destination=571%20Landmeier%20Rd%2C%20Elk%20Grove%20Village%2C%20IL%2060007%2C%20USA,structured-data,high,,cubano-bros,cubano-bros.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/cubano-bros.jpg,cubano-bros.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/cubano-bros.mp4,success
Takito Holic,7.9,Phil ate the Taco Holic Birria,2023-12-20,8508 S Cicero Ave,Burbank,IL,41.7377732,-87.7413638,https://www.instagram.com/reel/C1FApWtLabF/,https://www.google.com/maps/dir/?api=1&destination=8508%20S%20Cicero%20Ave%2C%20Burbank%2C%20IL%2060459%2C%20USA,structured-data,high,,takito-holic,takito-holic.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/takito-holic.jpg,takito-holic.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/takito-holic.mp4,success
Rammy's Sub Contractors,8.2,Phil ate the Radical Italian Beef,2023-07-03,1022 E Higgins Rd,Elk Grove Village,IL,42.0272827,-87.9720018,https://www.instagram.com/reel/CuOzdNsubC_/,https://www.google.com/maps/dir/?api=1&destination=1022%20E%20Higgins%20Rd%2C%20Elk%20Grove%20Village%2C%20IL%2060007%2C%20USA,structured-data,high,,rammys-sub-contractors,rammys-sub-contractors.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/rammys-sub-contractors.jpg,rammys-sub-contractors.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/rammys-sub-contractors.mp4,success
Chicago Bagel Authority,9.2,Phil ate the Dank n' Eggs bagel.,2023-07-05,953 W Armitage Ave,Chicago,IL,41.9179325,-87.653013,https://www.instagram.com/reel/CuUJ5NFM9T-/,https://www.google.com/maps/dir/?api=1&destination=953%20W%20Armitage%20Ave%2C%20Chicago%2C%20IL%2060614%2C%20USA,structured-data,high,,chicago-bagel-authority,chicago-bagel-authority.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/chicago-bagel-authority.jpg,chicago-bagel-authority.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/chicago-bagel-authority.mp4,success
Fry The Coop,8.1,Phil ate the Spicy Butter Chicken Sandy.,2023-07-06,623 W North Ave #7,Elmhurst,IL,41.906116,-87.963764,https://www.instagram.com/reel/CuWyewAufLE/,https://www.google.com/maps/dir/?api=1&destination=623%20W%20North%20Ave%20%237%2C%20Elmhurst%2C%20IL%2060126%2C%20USA,structured-data,high,,fry-the-coop,fry-the-coop.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/fry-the-coop.jpg,fry-the-coop.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/fry-the-coop.mp4,success
Ochoa's Mexican Grill,7.8,Phil ate the Quesabirria Tacos.,2023-07-07,20586 N Milwaukee Ave,Riverwoods,IL,42.1621627,-87.92004829999999,https://www.instagram.com/reel/CuZWbXnNu58/,https://www.google.com/maps/dir/?api=1&destination=20586%20N%20Milwaukee%20Ave%2C%20Riverwoods%2C%20IL%2060015%2C%20USA,structured-data,high,,ochoas-mexican-grill,ochoas-mexican-grill.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/ochoas-mexican-grill.jpg,ochoas-mexican-grill.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/ochoas-mexican-grill.mp4,success
Pizza Boy Chicago,8.3,Phil ate The Don detroit style pizza.,2023-07-10,6694 N Northwest Hwy,Chicago,IL,42.0025328,-87.8161707,https://www.instagram.com/reel/CuhB-H8LUIR/,https://www.google.com/maps/dir/?api=1&destination=6694%20N%20Northwest%20Hwy%2C%20Chicago%2C%20IL%2060631%2C%20USA,structured-data,high,,pizza-boy-chicago,pizza-boy-chicago.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/pizza-boy-chicago.jpg,pizza-boy-chicago.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/pizza-boy-chicago.mp4,success
Paradise Pup,9.1,Phil ate the Bacon Merkt's Cheddar Burger,2023-07-12,1724 S River Rd,Des Plaines,IL,42.0221506,-87.87608139999999,https://www.instagram.com/reel/CumLZg7L4Eq/,https://www.google.com/maps/dir/?api=1&destination=1724%20S%20River%20Rd%2C%20Des%20Plaines%2C%20IL%2060018%2C%20USA,structured-data,high,Present on the current site map but not in the provided known list.,paradise-pup,paradise-pup.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/paradise-pup.jpg,paradise-pup.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/paradise-pup.mp4,success
Cafe Tola,8.7,Phil ate the Spicy Green Pork empanada.,2023-07-14,3324 N California Ave,Chicago,IL,41.942678,-87.69812999999999,https://www.instagram.com/reel/CurVfOpr4Xm/,https://www.google.com/maps/dir/?api=1&destination=3324%20N%20California%20Ave%2C%20Chicago%2C%20IL%2060618%2C%20USA,structured-data,high,,cafe-tola,cafe-tola.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/cafe-tola.jpg,cafe-tola.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/cafe-tola.mp4,success
Panes Bread Cafe,8,Phil ate the The Oaxacan Pork Sandwich,2023-07-17,3002 N Sheffield Ave,Chicago,IL,41.9364127,-87.6542164,https://www.instagram.com/reel/CuzEhf3tSJp/,https://www.google.com/maps/dir/?api=1&destination=3002%20N%20Sheffield%20Ave%2C%20Chicago%2C%20IL%2060657%2C%20USA,structured-data,high,,panes-bread-cafe,panes-bread-cafe.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/panes-bread-cafe.jpg,panes-bread-cafe.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/panes-bread-cafe.mp4,success
Rand Red Hots,7.9,Phil ate the char dog.,2023-07-19,1441 Rand Rd,Des Plaines,IL,42.048679,-87.88860939999999,https://www.instagram.com/reel/Cu3wYbwu-Ed/,https://www.google.com/maps/dir/?api=1&destination=1441%20Rand%20Rd%2C%20Des%20Plaines%2C%20IL%2060016%2C%20USA,structured-data,high,,rand-red-hots,rand-red-hots.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/rand-red-hots.jpg,rand-red-hots.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/rand-red-hots.mp4,success
Shwings,8.7,Phil ate the buffalo wings.,2023-07-21,1743 Mannheim Rd,Stone Park,IL,41.90506999999999,-87.88326149999999,https://www.instagram.com/reel/Cu9WtVus2aV/,https://www.google.com/maps/dir/?api=1&destination=1743%20Mannheim%20Rd%2C%20Stone%20Park%2C%20IL%2060165%2C%20USA,structured-data,high,,shwings,shwings.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/shwings.jpg,shwings.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/shwings.mp4,success
Smack Dab Chicago,9.2,Phil ate the Bestest Seller.,2023-07-24,6730 N Clark St,Chicago,IL,42.0044342,-87.67327329999999,https://www.instagram.com/reel/CvE-bxgRIWD/,https://www.google.com/maps/dir/?api=1&destination=6730%20N%20Clark%20St%2C%20Chicago%2C%20IL%2060626%2C%20USA,structured-data,high,,smack-dab-chicago,smack-dab-chicago.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/smack-dab-chicago.jpg,smack-dab-chicago.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/smack-dab-chicago.mp4,success
Holt's,8.4,Phil ate the Pepperoni Pizza.,2023-07-26,43 S Prospect Ave,Park Ridge,IL,42.0097624,-87.8302994,https://www.instagram.com/reel/CvKPKSnReOc/,https://www.google.com/maps/dir/?api=1&destination=43%20S%20Prospect%20Ave%2C%20Park%20Ridge%2C%20IL%2060068%2C%20USA,structured-data,high,,holts,holts.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/holts.jpg,holts.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/holts.mp4,success
Porkito,8.3,Phil ate the Sauzee Sandwich.,2023-07-28,5349 W Belmont Ave,Chicago,IL,41.9384623,-87.76114969999999,https://www.instagram.com/reel/CvPgMJex1eM/,https://www.google.com/maps/dir/?api=1&destination=5349%20W%20Belmont%20Ave%2C%20Chicago%2C%20IL%2060641%2C%20USA,structured-data,high,,porkito,porkito.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/porkito.jpg,porkito.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/porkito.mp4,success
Village Tavern & Grill,7.7,Phil ate the Chicken Tenders w/ Honey Mustard.,2023-07-31,901 W Wise Rd,Schaumburg,IL,42.0041322,-88.1026419,https://www.instagram.com/reel/CvXJY6TOPwc/,https://www.google.com/maps/dir/?api=1&destination=901%20W%20Wise%20Rd%2C%20Schaumburg%2C%20IL%2060193%2C%20USA,structured-data,high,,village-tavern-and-grill,village-tavern-and-grill.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/village-tavern-and-grill.jpg,village-tavern-and-grill.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/village-tavern-and-grill.mp4,success
Dario's,8.2,Phil ate the Cubano Sandwich.,2023-08-02,51 W Wilson St,Palatine,IL,42.1120222,-88.0454973,https://www.instagram.com/reel/CvcRTW0ORMW/,https://www.google.com/maps/dir/?api=1&destination=51%20W%20Wilson%20St%2C%20Palatine%2C%20IL%2060067%2C%20USA,structured-data,high,,darios,darios.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/darios.jpg,darios.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/darios.mp4,success
Dak Dak Korean Wings,8,Phil ate their Soy Garlic wings.,2023-08-04,321 E St Charles Rd,Villa Park,IL,41.8896196,-87.97138,https://www.instagram.com/reel/CvhbCR_sXh4/,https://www.google.com/maps/dir/?api=1&destination=321%20E%20St%20Charles%20Rd%2C%20Villa%20Park%2C%20IL%2060181%2C%20USA,structured-data,high,,dak-dak-korean-wings,dak-dak-korean-wings.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/dak-dak-korean-wings.jpg,dak-dak-korean-wings.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/dak-dak-korean-wings.mp4,success
Monti's,9.2,Phil ate the Philly Cheesesteak Sandwich.,2023-08-07,4757 N Talman Ave,Chicago,IL,41.9682788,-87.6948403,https://www.instagram.com/reel/CvpIMuatSev/,https://www.google.com/maps/dir/?api=1&destination=4757%20N%20Talman%20Ave%2C%20Chicago%2C%20IL%2060625%2C%20USA,structured-data,high,,montis,montis.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/montis.jpg,montis.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/montis.mp4,success
Dawg Park,8,Phil ate the Muddy Dog hot dog.,2023-08-09,100 W Higgins Rd suite L60,South Barrington,IL,42.0737245,-88.1824121,https://www.instagram.com/reel/CvuXWn8uVqO/,https://www.google.com/maps/dir/?api=1&destination=100%20W%20Higgins%20Rd%20suite%20L60%2C%20South%20Barrington%2C%20IL%2060010%2C%20USA,structured-data,high,,dawg-park,dawg-park.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/dawg-park.jpg,dawg-park.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/dawg-park.mp4,success
The Sandlot,8.2,Phil ate the Two-N-Two Burger.,2023-08-11,1120 W Touhy Ave,Park Ridge,IL,42.011052,-87.84025969999999,https://www.instagram.com/reel/CvzbNiBuwIL/,https://www.google.com/maps/dir/?api=1&destination=1120%20W%20Touhy%20Ave%2C%20Park%20Ridge%2C%20IL%2060068%2C%20USA,structured-data,high,,the-sandlot,the-sandlot.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/the-sandlot.jpg,the-sandlot.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/the-sandlot.mp4,success
Evette's,8.4,Phil ate the Halloumi Tacos.,2023-08-14,350 W Armitage Ave,Chicago,IL,41.9184191,-87.6383609,https://www.instagram.com/reel/Cv7Jv2Yt_L2/,https://www.google.com/maps/dir/?api=1&destination=350%20W%20Armitage%20Ave%2C%20Chicago%2C%20IL%2060614%2C%20USA,structured-data,high,,evettes,evettes.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/evettes.jpg,evettes.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/evettes.mp4,success
Tony's Italian Deli,7.8,Phil ate the Italian Sub.,2023-08-16,6708 N Northwest Hwy,Chicago,IL,42.0028377,-87.8166644,https://www.instagram.com/reel/CwAWBnSu7x7/,https://www.google.com/maps/dir/?api=1&destination=6708%20N%20Northwest%20Hwy%2C%20Chicago%2C%20IL%2060631%2C%20USA,structured-data,high,,tonys-italian-deli,tonys-italian-deli.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/tonys-italian-deli.jpg,tonys-italian-deli.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/tonys-italian-deli.mp4,success
Urban Counter,8.2,Phil ate the Breakfast Burrito.,2023-08-18,1400 W Algonquin Rd,Palatine,IL,42.0794821,-88.0784374,https://www.instagram.com/reel/CwFV5xyop6s/,https://www.google.com/maps/dir/?api=1&destination=1400%20W%20Algonquin%20Rd%2C%20Palatine%2C%20IL%2060067%2C%20USA,structured-data,high,,urban-counter,urban-counter.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/urban-counter.jpg,urban-counter.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/urban-counter.mp4,success
Jim's Original,8.1,Phil ate the Polish Sausage + Pork Chop Sandwich.,2023-08-21,2775 N Elston Ave,Chicago,IL,41.9319423,-87.6869081,https://www.instagram.com/reel/CwNM0jmozI_/,https://www.google.com/maps/dir/?api=1&destination=2775%20N%20Elston%20Ave%2C%20Chicago%2C%20IL%2060647%2C%20USA,structured-data,high,,jims-original,jims-original.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/jims-original.jpg,jims-original.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/jims-original.mp4,success
QuesaBirria Jalisco Tacos,9.1,Phil ate the Quesabirria.,2023-08-23,1314 W 18th St,Chicago,IL,41.8580208,-87.65953999999999,https://www.instagram.com/reel/CwSPI90o3ru/,https://www.google.com/maps/dir/?api=1&destination=1314%20W%2018th%20St%2C%20Chicago%2C%20IL%2060608%2C%20USA,structured-data,high,,quesabirria-jalisco-tacos,quesabirria-jalisco-tacos.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/quesabirria-jalisco-tacos.jpg,quesabirria-jalisco-tacos.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/quesabirria-jalisco-tacos.mp4,success
Porky's BBQ,8.2,Phil ate the Combo Brisket/ Pulled Pork Sandy.,2023-08-25,41 S Dunton Ave,Arlington Heights,IL,42.0812674,-87.98278739999999,https://www.instagram.com/reel/CwXiiEaoDZs/,https://www.google.com/maps/dir/?api=1&destination=41%20S%20Dunton%20Ave%2C%20Arlington%20Heights%2C%20IL%2060005%2C%20USA,structured-data,high,Present on the current site map but not in the provided known list.,porkys-bbq,porkys-bbq.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/porkys-bbq.jpg,porkys-bbq.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/porkys-bbq.mp4,success
Gators Wing Shack,8.4,Phil ate the Garlic Buffalo Wings,2023-08-28,1719 Rand Rd,Palatine,IL,42.14087929999999,-88.0232005,https://www.instagram.com/reel/CwfOxg9o7Gs/,https://www.google.com/maps/dir/?api=1&destination=1719%20Rand%20Rd%2C%20Palatine%2C%20IL%2060074%2C%20USA,structured-data,high,,gators-wing-shack,gators-wing-shack.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/gators-wing-shack.jpg,gators-wing-shack.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/gators-wing-shack.mp4,success
El Asadero,8.1,Phil ate the Steak Burrito.,,2213 W Montrose Ave,Chicago,IL,41.9612716,-87.68433390000001,https://www.tiktok.com/@super_goode/video/7273825680779906347,https://www.google.com/maps/dir/?api=1&destination=2213%20W%20Montrose%20Ave%2C%20Chicago%2C%20IL%2060618%2C%20USA,structured-data,high,,el-asadero,,,,,skipped
Pita BBQ,7.8,Phil ate the Spicy Chicken Shawarma.,2023-09-08,19 S Sutton Rd,Streamwood,IL,42.030478,-88.2009743,https://www.instagram.com/reel/Cw7hpXJuFak/,https://www.google.com/maps/dir/?api=1&destination=19%20S%20Sutton%20Rd%2C%20Streamwood%2C%20IL%2060107%2C%20USA,structured-data,high,,pita-bbq,pita-bbq.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/pita-bbq.jpg,pita-bbq.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/pita-bbq.mp4,success
Chicago Culinary Kitchen,8.5,Phil ate the Dry Aged Smoked Tomahawk Ribeye Steak.,2023-09-11,2391 N Hicks Rd,Palatine,IL,42.1533062,-88.0281268,https://www.instagram.com/reel/CxDPhQfOmYB/,https://www.google.com/maps/dir/?api=1&destination=2391%20N%20Hicks%20Rd%2C%20Palatine%2C%20IL%2060074%2C%20USA,structured-data,high,,chicago-culinary-kitchen,chicago-culinary-kitchen.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/chicago-culinary-kitchen.jpg,chicago-culinary-kitchen.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/chicago-culinary-kitchen.mp4,success
Cracked,7.6,Phil ate the Sloppy Jose breakfast sandy.,2023-09-13,1359 N Milwaukee Ave,Chicago,IL,41.9067149,-87.6712694,https://www.instagram.com/reel/CxIZb7NuXwC/,https://www.google.com/maps/dir/?api=1&destination=1359%20N%20Milwaukee%20Ave%2C%20Chicago%2C%20IL%2060622%2C%20USA,structured-data,high,,cracked,cracked.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/cracked.jpg,cracked.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/cracked.mp4,success
B.B.Q Chicken,7.8,Phil ate the Honey Garlic Korean Fried Chicken.,2023-09-15,247 W Golf Rd,Schaumburg,IL,42.0482614,-88.0857825,https://www.instagram.com/reel/CxNi8imOKCl/,https://www.google.com/maps/dir/?api=1&destination=247%20W%20Golf%20Rd%2C%20Schaumburg%2C%20IL%2060195%2C%20USA,structured-data,high,,b-b-q-chicken,b-b-q-chicken.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/b-b-q-chicken.jpg,b-b-q-chicken.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/b-b-q-chicken.mp4,success
Ricobene's,8.1,Phil ate the Breaded Steak Sandwich.,2023-09-20,252 W 26th St,Chicago,IL,41.8457619,-87.63394629999999,https://www.instagram.com/reel/CxabgULOadq/,https://www.google.com/maps/dir/?api=1&destination=252%20W%2026th%20St%2C%20Chicago%2C%20IL%2060616%2C%20USA,structured-data,high,,ricobenes,ricobenes.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/ricobenes.jpg,ricobenes.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/ricobenes.mp4,success
Thlaco Taco,8.1,Phil ate the Quesabirria Tacos.,2023-09-25,5529 County Farm Rd,Hanover Park,IL,41.97271490000001,-88.14974319999999,https://www.instagram.com/reel/CxnTfZ4uS9B/,https://www.google.com/maps/dir/?api=1&destination=5529%20County%20Farm%20Rd%2C%20Hanover%20Park%2C%20IL%2060133%2C%20USA,structured-data,high,,thlaco-taco,thlaco-taco.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/thlaco-taco.jpg,thlaco-taco.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/thlaco-taco.mp4,success
En Hakkore 2.0,8.2,Phil ate the Crunch & Fire Sushi Burrito.,2023-09-29,1467 N Milwaukee Ave,Chicago,IL,41.9086691,-87.6743166,https://www.instagram.com/reel/Cxxl70mOedV/,https://www.google.com/maps/dir/?api=1&destination=1467%20N%20Milwaukee%20Ave%2C%20Chicago%2C%20IL%2060622%2C%20USA,structured-data,high,,en-hakkore-2-0,en-hakkore-2-0.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/en-hakkore-2-0.jpg,en-hakkore-2-0.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/en-hakkore-2-0.mp4,success
Pupuseria Cheros,7.6,Phil ate the Pupusas.,2023-10-02,704 E Higgins Rd,Schaumburg,IL,42.0418363,-88.0621886,https://www.instagram.com/reel/Cx5aQcgOqN-/,https://www.google.com/maps/dir/?api=1&destination=704%20E%20Higgins%20Rd%2C%20Schaumburg%2C%20IL%2060173%2C%20USA,structured-data,high,,pupuseria-cheros,pupuseria-cheros.jpg,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-thumbnails/pupuseria-cheros.jpg,pupuseria-cheros.mp4,/Users/anthonylarosa/Desktop/Super Goode Review Thumbnails/downie-videos/pupuseria-cheros.mp4,success
